dispute_sequence,utterance_id,ssot_logical_utterance_uid,old_order,new_order,old_timestamp,new_timestamp,text_changed,order_changed,reply_order_changed,needs_rereview
D33,533260926.31280.31280,wikiconv:533260926.31280.31280,9,11,2013-01-15 21:23:47,2013-01-15 21:23:47,False,True,True,True
D34,259966076.74445.74445,wikiconv:259966076.74445.74445,1,1,2008-12-24 21:50:53,2008-12-24 21:50:53,False,False,False,False
D34,259966132.74467.74467,wikiconv:259966132.74467.74467,2,2,2008-12-24 21:50:53,2008-12-24T21:50:53+00:00,False,False,False,False
D34,259968994.75175.75175,wikiconv:259968994.75175.75175,3,3,2008-12-24 22:16:16,2008-12-24 22:16:16,False,False,False,False
D34,260520779.75255.75255,wikiconv:260520779.75255.75255,4,4,2008-12-28 18:03:51,2008-12-28 18:03:51,False,False,False,False
D34,260624906.75956.75956,wikiconv:260624906.75956.75956,5,5,2008-12-29 05:52:41,2008-12-29T05:52:41+00:00,False,False,False,False
D34,261579745.76687.76687,wikiconv:261579745.76687.76687,6,6,2009-01-03 02:01:48,2009-01-03T02:01:48+00:00,False,False,False,False
D34,261582146.80305.80305,wikiconv:261582146.80305.80305,7,7,2009-01-03 02:01:48,2009-01-03T02:01:48+00:00,False,False,False,False
D34,261581133.75986.75986,wikiconv:261581133.75986.75986,8,8,2009-01-03 02:04:55,2009-01-03T02:04:55+00:00,False,False,False,False
D34,261592711.81174.81174,wikiconv:261592711.81174.81174,9,9,2009-01-03 03:20:22,2009-01-03 03:20:22,False,False,False,False
D34,261598005.81765.81765,wikiconv:261598005.81765.81765,10,10,2009-01-03 03:45:43,2009-01-03T03:45:43+00:00,False,False,False,False
D34,261737853.82232.82232,wikiconv:261737853.82232.82232,11,11,2009-01-03 19:54:00,2009-01-03 19:54:00,False,False,False,False
D34,261784138.83240.83240,wikiconv:261784138.83240.83240,12,12,2009-01-03 23:53:51,2009-01-03 23:53:51,False,False,False,False
D34,261908068.83723.83723,wikiconv:261908068.83723.83723,13,13,2009-01-04 16:04:23,2009-01-04T16:04:23+00:00,False,False,False,False
D34,262028439.86413.86413,wikiconv:262028439.86413.86413,14,14,2009-01-04 17:24:02,2009-01-04T17:24:02+00:00,False,False,False,False
D34,261940383.87642.87642,wikiconv:261940383.87642.87642,15,15,2009-01-04 19:38:57,2009-01-04 19:38:57,False,False,False,False
D34,262037478.88874.88874,wikiconv:262037478.88874.88874,16,16,2009-01-05 03:55:13,2009-01-05T03:55:13+00:00,False,False,False,False
D34,262033534.90126.90126,wikiconv:262031014.90126.90126,17,17,2009-01-05 04:13:04,2009-01-05T04:13:04+00:00,True,False,False,True
D34,262038260.91012.91012,wikiconv:262038260.91012.91012,18,18,2009-01-05 04:31:17,2009-01-05T04:31:17+00:00,False,False,False,False
D34,262038357.91604.91604,wikiconv:262038357.91604.91604,19,19,2009-01-05 05:09:03,2009-01-05T05:09:03+00:00,False,False,False,False
